data_id,data_macaddr,data_vot,data_lat,data_lng,data_updated_time,data_created_time
1150,aa1d3651,573,0,0,NULL,2019/6/6 12:21
1151,aaeec756,575,0,0,NULL,2019/6/6 12:21
1152,aaeec756,575,0,0,NULL,2019/6/6 12:21
1153,aa560370,0,22.976,120.2176,NULL,2019/6/6 12:21
1154,aa560370,0,22.976,120.2176,NULL,2019/6/6 12:21
1155,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:22
1156,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:22
1157,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:22
1158,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:22
1159,aa560370,0,22.9759,120.2173,NULL,2019/6/6 12:22
1160,aa560370,0,22.9759,120.2173,NULL,2019/6/6 12:22
1161,aac8ea21,590,0,0,NULL,2019/6/6 12:23
1162,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:23
1163,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:23
1164,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:23
1165,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:23
1166,aac8ea21,590,0,0,NULL,2019/6/6 12:23
1167,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:24
1168,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:24
1169,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:24
1170,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:24
1171,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:25
1172,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:25
1173,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:25
1174,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:25
1175,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:25
1176,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:26
1177,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:26
1178,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:26
1179,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:26
1180,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:27
1181,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:27
1182,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:27
1183,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:27
1184,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:27
1185,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:27
1186,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:28
1187,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:28
1188,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:28
1189,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:29
1190,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:29
1191,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:29
1192,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:29
1193,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:30
1194,aa0899ae,588,0,0,NULL,2019/6/6 12:30
1195,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:30
1196,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:30
1197,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:30
1198,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:30
1199,aaeec756,572,0,0,NULL,2019/6/6 12:30
1200,aaeec756,572,0,0,NULL,2019/6/6 12:30
1201,aa1d3651,574,0,0,NULL,2019/6/6 12:31
1202,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:31
1203,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:31
1204,aa1d3651,574,0,0,NULL,2019/6/6 12:31
1205,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:31
1206,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:31
1207,aa1d3651,574,0,0,NULL,2019/6/6 12:31
1208,aaeec756,572,0,0,NULL,2019/6/6 12:32
1209,aaeec756,572,0,0,NULL,2019/6/6 12:32
1210,aa1d3651,574,0,0,NULL,2019/6/6 12:32
1211,aa1d3651,574,0,0,NULL,2019/6/6 12:32
1212,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:32
1213,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:32
1214,aa1d3651,574,0,0,NULL,2019/6/6 12:32
1215,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:32
1216,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:32
1217,aaeec756,572,0,0,NULL,2019/6/6 12:33
1218,aaeec756,572,0,0,NULL,2019/6/6 12:33
1219,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:33
1220,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:33
1221,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:33
1222,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:33
1223,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:34
1224,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:34
1225,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:34
1226,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:34
1227,aa1d3651,573,0,0,NULL,2019/6/6 12:34
1228,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:35
1229,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:35
1230,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:35
1231,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:35
1232,aa1d3651,573,0,0,NULL,2019/6/6 12:35
1233,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:35
1234,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:35
1235,aa1d3651,573,0,0,NULL,2019/6/6 12:36
1236,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:36
1237,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:36
1238,aa1d3651,573,0,0,NULL,2019/6/6 12:36
1239,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:36
1240,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:36
1241,aaeec756,575,0,0,NULL,2019/6/6 12:36
1242,aaeec756,575,0,0,NULL,2019/6/6 12:36
1243,aa560370,0,22.9761,120.2177,NULL,2019/6/6 12:37
1244,aa560370,0,22.9761,120.2177,NULL,2019/6/6 12:37
1245,aa1d3651,573,0,0,NULL,2019/6/6 12:37
1246,aaeec756,575,0,0,NULL,2019/6/6 12:37
1247,aaeec756,575,0,0,NULL,2019/6/6 12:37
1248,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:37
1249,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:37
1250,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:37
1251,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:37
1252,aa1d3651,573,0,0,NULL,2019/6/6 12:38
1253,aa1d3651,573,0,0,NULL,2019/6/6 12:38
1254,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:38
1255,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:38
1256,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:38
1257,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:38
1258,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:39
1259,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:39
1260,aa560370,0,22.976,120.2176,NULL,2019/6/6 12:39
1261,aa560370,0,22.976,120.2176,NULL,2019/6/6 12:39
1262,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:40
1263,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:40
1264,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:40
1265,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:40
1266,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:40
1267,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:40
1268,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:41
1269,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:41
1270,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:41
1271,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:41
1272,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:42
1273,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:42
1274,aa560370,0,22.9762,120.2176,NULL,2019/6/6 12:42
1275,aa560370,0,22.9762,120.2176,NULL,2019/6/6 12:42
1276,aa560370,0,22.9762,120.2176,NULL,2019/6/6 12:42
1277,aa560370,0,22.9762,120.2176,NULL,2019/6/6 12:42
1278,aa560370,0,22.9761,120.2177,NULL,2019/6/6 12:43
1279,aa560370,0,22.9761,120.2177,NULL,2019/6/6 12:43
1280,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:43
1281,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:43
1282,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:44
1283,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:44
1284,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:45
1285,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:45
1286,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:45
1287,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:45
1288,aa560370,0,22.9762,120.2176,NULL,2019/6/6 12:45
1289,aa560370,0,22.9762,120.2176,NULL,2019/6/6 12:45
1290,aaeec756,574,0,0,NULL,2019/6/6 12:46
1291,aaeec756,574,0,0,NULL,2019/6/6 12:46
1292,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:46
1293,aa0899ae,593,0,0,NULL,2019/6/6 12:46
1294,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:46
1295,aa560370,0,22.9759,120.2174,NULL,2019/6/6 12:46
1296,aaeec756,574,0,0,NULL,2019/6/6 12:47
1297,aaeec756,574,0,0,NULL,2019/6/6 12:47
1298,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:47
1299,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:47
1300,aaeec756,574,0,0,NULL,2019/6/6 12:47
1301,aaeec756,574,0,0,NULL,2019/6/6 12:47
1302,aa0899ae,593,0,0,NULL,2019/6/6 12:47
1303,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:47
1304,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:47
1305,aa560370,0,22.9761,120.2178,NULL,2019/6/6 12:48
1306,aa560370,0,22.9761,120.2178,NULL,2019/6/6 12:48
1307,aa560370,0,22.9762,120.2177,NULL,2019/6/6 12:48
1308,aa560370,0,22.9762,120.2177,NULL,2019/6/6 12:48
1309,aa560370,0,22.9762,120.2177,NULL,2019/6/6 12:48
1310,aa560370,0,22.9762,120.2177,NULL,2019/6/6 12:48
1311,aa560370,0,22.9762,120.2175,NULL,2019/6/6 12:49
1312,aa560370,0,22.9762,120.2175,NULL,2019/6/6 12:49
1313,aa560370,0,22.9762,120.2177,NULL,2019/6/6 12:49
1314,aa560370,0,22.9762,120.2177,NULL,2019/6/6 12:49
1315,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:50
1316,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:50
1317,aa1d3651,572,0,0,NULL,2019/6/6 12:50
1318,aa560370,0,22.9763,120.2178,NULL,2019/6/6 12:50
1319,aa560370,0,22.9763,120.2178,NULL,2019/6/6 12:50
1320,aa1d3651,572,0,0,NULL,2019/6/6 12:50
1321,aa1d3651,572,0,0,NULL,2019/6/6 12:50
1322,aa1d3651,572,0,0,NULL,2019/6/6 12:50
1323,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:50
1324,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:50
1325,aa1d3651,572,0,0,NULL,2019/6/6 12:50
1326,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:51
1327,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:51
1328,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:51
1329,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:51
1330,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:52
1331,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:52
1332,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:53
1333,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:53
1334,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:53
1335,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:53
1336,aa1d3651,568,0,0,NULL,2019/6/6 12:53
1337,aa1d3651,568,0,0,NULL,2019/6/6 12:53
1338,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:53
1339,aa560370,0,22.9761,120.2176,NULL,2019/6/6 12:53
1340,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:54
1341,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:54
1342,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:54
1343,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:54
1344,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:55
1345,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:55
1346,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:55
1347,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:55
1348,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:55
1349,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:55
1350,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:56
1351,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:56
1352,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:56
1353,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:56
1354,aaeec756,574,0,0,NULL,2019/6/6 12:56
1355,aaeec756,574,0,0,NULL,2019/6/6 12:56
1356,aaeec756,574,0,0,NULL,2019/6/6 12:57
1357,aaeec756,574,0,0,NULL,2019/6/6 12:57
1358,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:57
1359,aa560370,0,22.976,120.2175,NULL,2019/6/6 12:57
1360,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:57
1361,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:57
1362,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:58
1363,aa560370,0,22.976,120.2174,NULL,2019/6/6 12:58
1364,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:58
1365,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:58
1366,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:58
1367,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:58
1368,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:59
1369,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:59
1370,aaeec756,573,0,0,NULL,2019/6/6 12:59
1371,aaeec756,573,0,0,NULL,2019/6/6 12:59
1372,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:59
1373,aa560370,0,22.9761,120.2175,NULL,2019/6/6 12:59
1374,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:00
1375,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:00
1376,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:00
1377,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:00
1378,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:00
1379,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:00
1380,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:01
1381,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:01
1382,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:01
1383,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:01
1384,aa1d3651,569,0,0,NULL,2019/6/6 13:01
1385,aaeec756,573,0,0,NULL,2019/6/6 13:02
1386,aaeec756,573,0,0,NULL,2019/6/6 13:02
1387,aa560370,0,22.9762,120.2175,NULL,2019/6/6 13:02
1388,aa560370,0,22.9762,120.2175,NULL,2019/6/6 13:02
1389,aa560370,0,22.976,120.2174,NULL,2019/6/6 13:03
1390,aa560370,0,22.976,120.2174,NULL,2019/6/6 13:03
1391,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:03
1392,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:03
1393,aa560370,0,22.9761,120.2174,NULL,2019/6/6 13:04
1394,aa560370,0,22.9761,120.2174,NULL,2019/6/6 13:04
1395,aa560370,0,22.9759,120.2174,NULL,2019/6/6 13:04
1396,aa560370,0,22.9759,120.2174,NULL,2019/6/6 13:04
1397,aac8ea21,584,0,0,NULL,2019/6/6 13:04
1398,aa560370,0,22.9758,120.2174,NULL,2019/6/6 13:05
1399,aa560370,0,22.9758,120.2174,NULL,2019/6/6 13:05
1400,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:05
1401,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:05
1402,aa560370,0,22.9766,120.218,NULL,2019/6/6 13:06
1403,aa560370,0,22.9766,120.218,NULL,2019/6/6 13:06
1404,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:08
1405,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:08
1406,aa560370,0,22.976,120.2174,NULL,2019/6/6 13:08
1407,aa560370,0,22.976,120.2174,NULL,2019/6/6 13:08
1408,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:08
1409,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:08
1410,aaeec756,573,0,0,NULL,2019/6/6 13:09
1411,aaeec756,573,0,0,NULL,2019/6/6 13:09
1412,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:09
1413,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:09
1414,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:09
1415,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:09
1416,aa560370,0,22.9762,120.2177,NULL,2019/6/6 13:10
1417,aa560370,0,22.9762,120.2177,NULL,2019/6/6 13:10
1418,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:10
1419,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:10
1420,aaeec756,573,0,0,NULL,2019/6/6 13:10
1421,aaeec756,573,0,0,NULL,2019/6/6 13:10
1422,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:10
1423,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:10
1424,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:11
1425,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:11
1426,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:11
1427,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:11
1428,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:12
1429,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:12
1430,aaeec756,573,0,0,NULL,2019/6/6 13:12
1431,aaeec756,573,0,0,NULL,2019/6/6 13:12
1432,aa560370,0,22.9763,120.2175,NULL,2019/6/6 13:12
1433,aa560370,0,22.9763,120.2175,NULL,2019/6/6 13:12
1434,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:13
1435,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:13
1436,aa560370,0,22.9761,120.2177,NULL,2019/6/6 13:13
1437,aa560370,0,22.9761,120.2177,NULL,2019/6/6 13:13
1438,aa560370,0,22.9762,120.2177,NULL,2019/6/6 13:13
1439,aa560370,0,22.9762,120.2177,NULL,2019/6/6 13:13
1440,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:14
1441,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:14
1442,aa560370,0,22.9765,120.2179,NULL,2019/6/6 13:15
1443,aa1d3651,607,0,0,NULL,2019/6/6 13:15
1444,aa560370,0,22.9765,120.2179,NULL,2019/6/6 13:15
1445,aa560370,0,22.9763,120.2175,NULL,2019/6/6 13:15
1446,aa560370,0,22.9763,120.2175,NULL,2019/6/6 13:15
1447,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:15
1448,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:15
1449,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:16
1450,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:16
1451,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:16
1452,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:16
1453,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:17
1454,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:17
1455,aaeec756,575,0,0,NULL,2019/6/6 13:17
1456,aaeec756,575,0,0,NULL,2019/6/6 13:17
1457,aa560370,0,22.9763,120.2177,NULL,2019/6/6 13:17
1458,aa560370,0,22.9763,120.2177,NULL,2019/6/6 13:17
1459,aaeec756,575,0,0,NULL,2019/6/6 13:17
1460,aaeec756,575,0,0,NULL,2019/6/6 13:17
1461,aa560370,0,22.9762,120.2178,NULL,2019/6/6 13:18
1462,aa560370,0,22.9762,120.2178,NULL,2019/6/6 13:18
1463,aa560370,0,22.9762,120.2178,NULL,2019/6/6 13:18
1464,aa560370,0,22.9762,120.2178,NULL,2019/6/6 13:18
1465,aa560370,0,22.9761,120.2177,NULL,2019/6/6 13:18
1466,aa560370,0,22.9761,120.2177,NULL,2019/6/6 13:18
1467,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:19
1468,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:19
1469,aa560370,0,22.9763,120.2178,NULL,2019/6/6 13:19
1470,aa560370,0,22.9763,120.2178,NULL,2019/6/6 13:19
1471,aa560370,0,22.9761,120.2177,NULL,2019/6/6 13:20
1472,aa560370,0,22.9761,120.2177,NULL,2019/6/6 13:20
1473,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:20
1474,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:20
1475,aa7a5172,540,0,0,NULL,2019/6/6 13:20
1476,aa7a5172,540,0,0,NULL,2019/6/6 13:20
1477,aa560370,0,22.9758,120.2173,NULL,2019/6/6 13:22
1478,aa560370,0,22.9765,120.2176,NULL,2019/6/6 13:23
1479,aa560370,0,22.9765,120.2176,NULL,2019/6/6 13:23
1480,aa560370,0,22.9763,120.2172,NULL,2019/6/6 13:24
1481,aa560370,0,22.9763,120.2172,NULL,2019/6/6 13:24
1482,aa560370,0,22.9763,120.2172,NULL,2019/6/6 13:24
1483,aa560370,0,22.9763,120.2172,NULL,2019/6/6 13:24
1484,aa560370,0,22.9762,120.217,NULL,2019/6/6 13:25
1485,aa560370,0,22.9762,120.217,NULL,2019/6/6 13:25
1486,aa560370,0,22.9761,120.2172,NULL,2019/6/6 13:25
1487,aa560370,0,22.9761,120.2172,NULL,2019/6/6 13:25
1488,aa560370,0,22.9764,120.2178,NULL,2019/6/6 13:26
1489,aa560370,0,22.9764,120.2178,NULL,2019/6/6 13:26
1490,aa560370,0,22.9765,120.2178,NULL,2019/6/6 13:26
1491,aa560370,0,22.9765,120.2178,NULL,2019/6/6 13:26
1492,aa560370,0,22.9763,120.2177,NULL,2019/6/6 13:26
1493,aa560370,0,22.9763,120.2177,NULL,2019/6/6 13:26
1494,aa560370,0,22.9762,120.2177,NULL,2019/6/6 13:27
1495,aa560370,0,22.9762,120.2177,NULL,2019/6/6 13:27
1496,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:27
1497,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:27
1498,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:28
1499,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:28
1500,aa560370,0,22.976,120.2176,NULL,2019/6/6 13:28
1501,aa560370,0,22.976,120.2176,NULL,2019/6/6 13:28
1502,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:28
1503,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:28
1504,aa560370,0,22.9759,120.2175,NULL,2019/6/6 13:29
1505,aa560370,0,22.9759,120.2175,NULL,2019/6/6 13:29
1506,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:29
1507,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:29
1508,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:30
1509,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:30
1510,aa7a5172,0,22.9761,120.2172,NULL,2019/6/6 13:30
1511,aa7a5172,0,22.9761,120.2172,NULL,2019/6/6 13:30
1512,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:30
1513,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:30
1514,aa7a5172,0,22.9761,120.2172,NULL,2019/6/6 13:31
1515,aa7a5172,0,22.9761,120.2172,NULL,2019/6/6 13:31
1516,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:31
1517,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:31
1518,aa7a5172,0,22.9761,120.2172,NULL,2019/6/6 13:31
1519,aa7a5172,0,22.9761,120.2172,NULL,2019/6/6 13:31
1520,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:31
1521,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:31
1522,aa560370,0,22.976,120.2176,NULL,2019/6/6 13:32
1523,aa560370,0,22.976,120.2176,NULL,2019/6/6 13:32
1524,aa7a5172,0,22.9761,120.2173,NULL,2019/6/6 13:32
1525,aa7a5172,0,22.9761,120.2173,NULL,2019/6/6 13:32
1526,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:32
1527,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:32
1528,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:33
1529,aa560370,0,22.9761,120.2175,NULL,2019/6/6 13:33
1530,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:33
1531,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:33
1532,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:33
1533,aa560370,0,22.9762,120.2176,NULL,2019/6/6 13:33
1534,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:33
1535,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:33
1536,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:34
1537,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:34
1538,aa560370,0,22.976,120.2176,NULL,2019/6/6 13:34
1539,aa560370,0,22.976,120.2176,NULL,2019/6/6 13:34
1540,aac8ea21,578,0,0,NULL,2019/6/6 13:34
1541,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:34
1542,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:34
1543,aac8ea21,578,0,0,NULL,2019/6/6 13:35
1544,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:35
1545,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:35
1546,aa560370,0,22.9763,120.2175,NULL,2019/6/6 13:35
1547,aa560370,0,22.9763,120.2175,NULL,2019/6/6 13:35
1548,aaeec756,573,0,0,NULL,2019/6/6 13:35
1549,aaeec756,573,0,0,NULL,2019/6/6 13:35
1550,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:36
1551,aa560370,0,22.976,120.2175,NULL,2019/6/6 13:36
1552,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:36
1553,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:36
1554,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:36
1555,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:36
1556,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:36
1557,aa560370,0,22.9761,120.2176,NULL,2019/6/6 13:36
1558,aa7a5172,0,22.9761,120.2174,NULL,2019/6/6 13:37
